
time,ax,ay,az,wx,wy,wz,Azimuth,Pitch,Roll,Gain,
2.4500,0.6094,1.0557,-0.6013,-0.2316,-0.3823,-0.5237,242.6275,-20.6122,-1.3842,87.6276,
2.4520,0.6094,1.0557,-0.6013,-0.2316,-0.3823,-0.5237,242.6275,-20.6122,-1.3842,87.6276,
2.4710,0.6094,1.0557,-0.6013,-0.2316,-0.3823,-0.5237,242.6275,-20.6122,-1.3842,87.6276,
2.4830,0.6094,1.0557,-0.6013,-0.2316,-0.3823,-0.5237,242.6275,-20.6122,-1.3842,87.6276,
2.4940,0.6094,1.0557,-0.6013,0.0627,-0.1985,-0.3720,242.6275,-20.6122,-1.3842,87.6276,
2.5140,0.6094,1.0557,-0.6013,0.0627,-0.1985,-0.3720,245.1311,-19.9499,-0.5720,87.6276,
2.5180,0.1790,0.9450,0.0539,0.0627,-0.1985,-0.3720,245.1311,-19.9499,-0.5720,87.6276,
2.5200,0.1790,0.9450,0.0539,0.0627,-0.1985,-0.3720,245.1311,-19.9499,-0.5720,87.6276,
2.5210,0.1790,0.9450,0.0539,0.0627,-0.1985,-0.3720,245.1311,-19.9499,-0.5720,87.6276,
2.5380,0.1790,0.9450,0.0539,0.0627,-0.1985,-0.3720,245.1311,-19.9499,-0.5720,87.6276,
2.5620,0.1790,0.9450,0.0539,0.2162,-0.1903,-0.5011,245.1311,-19.9499,-0.5720,87.6276,
2.5640,0.1790,0.9450,0.0539,0.2162,-0.1903,-0.5011,245.1311,-19.9499,-0.5720,87.6276,
2.5820,0.1790,0.9450,0.0539,0.2162,-0.1903,-0.5011,246.8893,-20.5651,-0.4815,87.6276,
2.5850,0.1017,0.6708,-0.0417,0.2162,-0.1903,-0.5011,246.8893,-20.5651,-0.4815,87.6276,
2.5870,0.1017,0.6708,-0.0417,0.2162,-0.1903,-0.5011,246.8893,-20.5651,-0.4815,87.6276,
2.6060,0.1017,0.6708,-0.0417,0.2162,-0.1903,-0.5011,246.8893,-20.5651,-0.4815,87.6276,
2.6300,0.1017,0.6708,-0.0417,0.3087,-0.4703,-0.5850,246.8893,-20.5651,-0.4815,87.6276,
2.6320,0.1017,0.6708,-0.0417,0.3087,-0.4703,-0.5850,246.8893,-20.5651,-0.4815,87.6276,
2.6490,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,246.8893,-20.5651,-0.4815,87.6276,
2.6530,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,246.8893,-20.5651,-0.4815,87.6276,
2.6540,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,246.8893,-20.5651,-0.4815,87.6276,
2.6560,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,249.7397,-22.1043,-0.2558,87.6276,
2.6710,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,249.7397,-22.1043,-0.2558,88.1477,
2.6990,-0.0493,0.3823,0.6575,0.3087,-0.4703,-0.5850,249.7397,-22.1043,-0.2558,88.1477,
2.7020,-0.0493,0.3823,0.6575,-0.5421,-0.4405,-0.1396,249.7397,-22.1043,-0.2558,88.1477,
2.7180,-1.5682,-0.0681,-0.0862,-0.5421,-0.4405,-0.1396,249.7397,-22.1043,-0.2558,88.1477,
2.7220,-1.5682,-0.0681,-0.0862,-0.5421,-0.4405,-0.1396,249.7397,-22.1043,-0.2558,88.1477,
2.7230,-1.5682,-0.0681,-0.0862,-0.5421,-0.4405,-0.1396,252.1927,-22.4515,1.1123,88.1477,
2.7430,-1.5682,-0.0681,-0.0862,-0.5421,-0.4405,-0.1396,252.1927,-22.4515,1.1123,88.1477,
2.7660,-1.5682,-0.0681,-0.0862,0.4753,-0.1005,-0.1386,252.1927,-22.4515,1.1123,88.1477,
2.7690,-1.5682,-0.0681,-0.0862,0.4753,-0.1005,-0.1386,252.1927,-22.4515,1.1123,88.1477,
2.7850,-1.5682,-0.0681,-0.0862,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.7880,-0.5483,-2.1869,1.8005,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.7900,-0.5483,-2.1869,1.8005,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.7920,-0.5483,-2.1869,1.8005,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.8070,-0.5483,-2.1869,1.8005,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.8330,-0.5483,-2.1869,1.8005,0.4753,-0.1005,-0.1386,253.1118,-21.0177,1.9882,88.1477,
2.8360,-0.5483,-2.1869,1.8005,-0.3416,-0.0019,0.0827,253.1118,-21.0177,1.9882,88.1477,
2.8540,-0.5483,-2.1869,1.8005,-0.3416,-0.0019,0.0827,253.3379,-22.4330,1.7029,88.1477,
2.8560,-1.5803,-0.5964,-1.6136,-0.3416,-0.0019,0.0827,253.3379,-22.4330,1.7029,88.1477,
2.8580,-1.5803,-0.5964,-1.6136,-0.3416,-0.0019,0.0827,253.3379,-22.4330,1.7029,88.1477,
2.8790,-1.5803,-0.5964,-1.6136,-0.3416,-0.0019,0.0827,253.3379,-22.4330,1.7029,88.1477,
2.9020,-1.5803,-0.5964,-1.6136,-0.3416,-0.0019,0.0827,253.3379,-22.4330,1.7029,88.1477,
2.9040,-1.5803,-0.5964,-1.6136,-0.3193,-0.0797,0.3678,253.3379,-22.4330,1.7029,88.1477,
2.9220,-1.7030,-0.3351,-0.5714,-0.3193,-0.0797,0.3678,253.3379,-22.4330,1.7029,88.1477,
2.9240,-1.7030,-0.3351,-0.5714,-0.3193,-0.0797,0.3678,253.3379,-22.4330,1.7029,88.1477,
2.9260,-1.7030,-0.3351,-0.5714,-0.3193,-0.0797,0.3678,253.3379,-22.4330,1.7029,88.1477,
2.9270,-1.7030,-0.3351,-0.5714,-0.3193,-0.0797,0.3678,253.8221,-20.3600,2.0243,88.1477,
2.9680,-1.7030,-0.3351,-0.5714,-0.1667,-0.2487,0.4438,253.8221,-20.3600,2.0243,88.1477,
2.9720,-1.7030,-0.3351,-0.5714,-0.1667,-0.2487,0.4438,253.8221,-20.3600,2.0243,88.1477,
2.9750,-1.7030,-0.3351,-0.5714,-0.1667,-0.2487,0.4438,253.8221,-20.3600,2.0243,88.1477,
2.9890,-1.7030,-0.3351,-0.5714,-0.1667,-0.2487,0.4438,252.4079,-19.4303,2.6889,86.8857,
2.9910,-1.2342,-0.5450,-0.0235,-0.1667,-0.2487,0.4438,252.4079,-19.4303,2.6889,86.8857,
2.9930,-1.2342,-0.5450,-0.0235,-0.1667,-0.2487,0.4438,252.4079,-19.4303,2.6889,86.8857,
3.0050,-1.2342,-0.5450,-0.0235,-0.1667,-0.2487,0.4438,252.4079,-19.4303,2.6889,86.8857,
3.0330,-1.2342,-0.5450,-0.0235,-0.1667,-0.2487,0.4438,252.4079,-19.4303,2.6889,86.8857,
3.0380,-1.2342,-0.5450,-0.0235,-0.0439,-0.2052,0.3467,252.4079,-19.4303,2.6889,86.8857,
3.0580,-1.2342,-0.5450,-0.0235,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.0620,-1.4202,0.1330,-0.6969,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.0640,-1.4202,0.1330,-0.6969,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.0660,-1.4202,0.1330,-0.6969,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.0820,-1.4202,0.1330,-0.6969,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.1050,-1.4202,0.1330,-0.6969,-0.0439,-0.2052,0.3467,250.9290,-18.7636,4.1101,86.8857,
3.1080,-1.4202,0.1330,-0.6969,0.0347,-0.1781,0.2140,250.9290,-18.7636,4.1101,86.8857,
3.1270,-1.4202,0.1330,-0.6969,0.0347,-0.1781,0.2140,250.9290,-18.7636,4.1101,86.8857,
3.1290,-1.0184,0.5623,-0.2880,0.0347,-0.1781,0.2140,250.9290,-18.7636,4.1101,86.8857,
3.1320,-1.0184,0.5623,-0.2880,0.0347,-0.1781,0.2140,249.7610,-18.3841,5.1423,86.8857,
3.1390,-1.0184,0.5623,-0.2880,0.0347,-0.1781,0.2140,249.7610,-18.3841,5.1423,86.8857,
3.1740,-1.0184,0.5623,-0.2880,0.0347,-0.1781,0.2140,249.7610,-18.3841,5.1423,86.8857,
3.1780,-1.0184,0.5623,-0.2880,0.3437,-0.0247,0.2120,249.7610,-18.3841,5.1423,86.8857,
3.1940,-1.0184,0.5623,-0.2880,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.1980,-0.9513,0.4156,0.8839,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.2020,-0.9513,0.4156,0.8839,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.2040,-0.9513,0.4156,0.8839,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.2410,-0.9513,0.4156,0.8839,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.2430,-0.9513,0.4156,0.8839,0.3437,-0.0247,0.2120,249.2858,-19.2449,5.6622,86.8857,
3.2450,-0.9513,0.4156,0.8839,0.0933,-0.2710,0.1514,249.2858,-19.2449,5.6622,86.8857,
3.2620,-0.9513,0.4156,0.8839,0.0933,-0.2710,0.1514,248.7270,-20.1482,6.3819,86.8857,
3.2650,-0.9023,0.7121,0.1616,0.0933,-0.2710,0.1514,248.7270,-20.1482,6.3819,86.8857,
3.2680,-0.9023,0.7121,0.1616,0.0933,-0.2710,0.1514,248.7270,-20.1482,6.3819,86.8857,
3.2740,-0.9023,0.7121,0.1616,0.0933,-0.2710,0.1514,248.7270,-20.1482,6.3819,86.8857,
3.3090,-0.9023,0.7121,0.1616,-0.1217,0.1255,0.0220,248.7270,-20.1482,6.3819,87.4508,
3.3130,-0.9023,0.7121,0.1616,-0.1217,0.1255,0.0220,248.7270,-20.1482,6.3819,87.4508,
3.3290,-0.9023,0.7121,0.1616,-0.1217,0.1255,0.0220,248.5804,-20.3210,6.8589,87.4508,
3.3320,0.8413,0.4569,2.8352,-0.1217,0.1255,0.0220,248.5804,-20.3210,6.8589,87.4508,
3.3340,0.8413,0.4569,2.8352,-0.1217,0.1255,0.0220,248.5804,-20.3210,6.8589,87.4508,
3.3360,0.8413,0.4569,2.8352,-0.1217,0.1255,0.0220,248.5804,-20.3210,6.8589,87.4508,
3.3780,0.8413,0.4569,2.8352,0.2964,-0.0684,-0.0409,248.5804,-20.3210,6.8589,87.4508,
3.3800,0.8413,0.4569,2.8352,0.2964,-0.0684,-0.0409,248.5804,-20.3210,6.8589,87.4508,
3.3810,0.8413,0.4569,2.8352,0.2964,-0.0684,-0.0409,248.5804,-20.3210,6.8589,87.4508,
3.3990,0.8413,0.4569,2.8352,0.2964,-0.0684,-0.0409,248.5804,-20.3210,6.8589,87.4508,
3.4010,0.6547,-1.4377,2.2138,0.2964,-0.0684,-0.0409,248.5804,-20.3210,6.8589,87.4508,
3.4020,0.6547,-1.4377,2.2138,0.2964,-0.0684,-0.0409,248.5956,-19.7709,6.6957,87.4508,
3.4440,0.6547,-1.4377,2.2138,0.1517,-0.1053,-0.1677,248.5956,-19.7709,6.6957,87.4508,
3.4480,0.6547,-1.4377,2.2138,0.1517,-0.1053,-0.1677,248.5956,-19.7709,6.6957,87.4508,
3.4490,0.6547,-1.4377,2.2138,0.1517,-0.1053,-0.1677,248.5956,-19.7709,6.6957,87.4508,
3.4650,0.6547,-1.4377,2.2138,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.4670,0.9446,-1.1260,0.2628,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.4680,0.9446,-1.1260,0.2628,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.4690,0.9446,-1.1260,0.2628,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.5130,0.9446,-1.1260,0.2628,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.5170,0.9446,-1.1260,0.2628,0.1517,-0.1053,-0.1677,248.8386,-21.2738,7.0522,87.4508,
3.5190,0.9446,-1.1260,0.2628,-0.6093,-0.0145,-0.2907,248.8386,-21.2738,7.0522,87.4508,
3.5320,0.9446,-1.1260,0.2628,-0.6093,-0.0145,-0.2907,249.5202,-20.6986,7.2044,87.4508,
3.5360,1.6502,-0.0131,-1.7488,-0.6093,-0.0145,-0.2907,249.5202,-20.6986,7.2044,87.4508,
3.5380,1.6502,-0.0131,-1.7488,-0.6093,-0.0145,-0.2907,249.5202,-20.6986,7.2044,87.4508,
3.5810,1.6502,-0.0131,-1.7488,-0.6093,-0.0145,-0.2907,249.5202,-20.6986,7.2044,88.2830,
3.5850,1.6502,-0.0131,-1.7488,-0.3256,0.0600,-0.4981,249.5202,-20.6986,7.2044,88.2830,
3.5890,1.6502,-0.0131,-1.7488,-0.3256,0.0600,-0.4981,249.5202,-20.6986,7.2044,88.2830,
3.6010,1.6502,-0.0131,-1.7488,-0.3256,0.0600,-0.4981,251.5532,-18.8053,6.7564,88.2830,
3.6070,2.0663,-0.7445,-0.5174,-0.3256,0.0600,-0.4981,251.5532,-18.8053,6.7564,88.2830,
3.6100,2.0663,-0.7445,-0.5174,-0.3256,0.0600,-0.4981,251.5532,-18.8053,6.7564,88.2830,
3.6120,2.0663,-0.7445,-0.5174,-0.3256,0.0600,-0.4981,251.5532,-18.8053,6.7564,88.2830,
3.6500,2.0663,-0.7445,-0.5174,-0.4250,-0.2016,-0.3795,251.5532,-18.8053,6.7564,88.2830,
3.6570,2.0663,-0.7445,-0.5174,-0.4250,-0.2016,-0.3795,251.5532,-18.8053,6.7564,88.2830,
3.6600,2.0663,-0.7445,-0.5174,-0.4250,-0.2016,-0.3795,251.5532,-18.8053,6.7564,88.2830,
3.6690,2.0663,-0.7445,-0.5174,-0.4250,-0.2016,-0.3795,253.7317,-17.3430,6.3206,88.2830,
3.6720,0.3352,0.0191,-2.7195,-0.4250,-0.2016,-0.3795,253.7317,-17.3430,6.3206,88.2830,
3.6740,0.3352,0.0191,-2.7195,-0.4250,-0.2016,-0.3795,253.7317,-17.3430,6.3206,88.2830,
3.6830,0.3352,0.0191,-2.7195,-0.4250,-0.2016,-0.3795,253.7317,-17.3430,6.3206,88.2830,
3.7180,0.3352,0.0191,-2.7195,-0.0540,-0.2681,-0.2591,253.7317,-17.3430,6.3206,88.2830,
3.7210,0.3352,0.0191,-2.7195,-0.0540,-0.2681,-0.2591,253.7317,-17.3430,6.3206,88.2830,
3.7380,0.3352,0.0191,-2.7195,-0.0540,-0.2681,-0.2591,253.7317,-17.3430,6.3206,88.2830,
3.7390,-0.1889,0.4579,-0.8961,-0.0540,-0.2681,-0.2591,253.7317,-17.3430,6.3206,88.2830,
3.7410,-0.1889,0.4579,-0.8961,-0.0540,-0.2681,-0.2591,253.7317,-17.3430,6.3206,88.2830,
3.7420,-0.1889,0.4579,-0.8961,-0.0540,-0.2681,-0.2591,255.5024,-16.6958,6.7999,88.2830,
3.7850,-0.1889,0.4579,-0.8961,-0.0540,-0.2681,-0.2591,255.5024,-16.6958,6.7999,88.2830,
3.7870,-0.1889,0.4579,-0.8961,-0.1278,-0.2939,-0.1610,255.5024,-16.6958,6.7999,88.2830,
3.7870,-0.1889,0.4579,-0.8961,-0.1278,-0.2939,-0.1610,255.5024,-16.6958,6.7999,88.2830,
3.8040,-0.2766,0.9520,-1.3783,-0.1278,-0.2939,-0.1610,255.5024,-16.6958,6.7999,88.2830,
3.8050,-0.2766,0.9520,-1.3783,-0.1278,-0.2939,-0.1610,255.5024,-16.6958,6.7999,88.2830,
3.8060,-0.2766,0.9520,-1.3783,-0.1278,-0.2939,-0.1610,256.5634,-16.3313,7.8951,88.2830,
3.8530,-0.2766,0.9520,-1.3783,-0.3627,0.2582,-0.0426,256.5634,-16.3313,7.8951,88.2830,
3.8540,-0.2766,0.9520,-1.3783,-0.3627,0.2582,-0.0426,256.5634,-16.3313,7.8951,88.2830,
3.8550,-0.2766,0.9520,-1.3783,-0.3627,0.2582,-0.0426,256.5634,-16.3313,7.8951,88.2830,
3.8710,-0.2766,0.9520,-1.3783,-0.3627,0.2582,-0.0426,256.5634,-16.3313,7.8951,88.2830,
3.8720,-0.2766,0.9520,-1.3783,-0.3627,0.2582,-0.0426,258.1034,-16.2137,8.1573,88.2830,
3.8730,0.0338,0.9419,-0.0466,-0.3627,0.2582,-0.0426,258.1034,-16.2137,8.1573,88.2830,
3.8740,0.0338,0.9419,-0.0466,-0.3627,0.2582,-0.0426,258.1034,-16.2137,8.1573,88.2830,
3.9200,0.0338,0.9419,-0.0466,0.0274,0.1280,0.0862,258.1034,-16.2137,8.1573,88.0492,
3.9220,0.0338,0.9419,-0.0466,0.0274,0.1280,0.0862,258.1034,-16.2137,8.1573,88.0492,
3.9220,0.0338,0.9419,-0.0466,0.0274,0.1280,0.0862,258.1034,-16.2137,8.1573,88.0492,
3.9380,0.0338,0.9419,-0.0466,0.0274,0.1280,0.0862,258.1034,-16.2137,8.1573,88.0492,
3.9410,0.0338,0.9419,-0.0466,0.0274,0.1280,0.0862,258.7389,-14.9325,6.9827,88.0492,
3.9420,-0.0121,0.0918,1.1234,0.0274,0.1280,0.0862,258.7389,-14.9325,6.9827,88.0492,
3.9890,-0.0121,0.0918,1.1234,0.0274,0.1280,0.0862,258.7389,-14.9325,6.9827,88.0492,
3.9900,-0.0121,0.0918,1.1234,-0.1320,0.8037,0.2938,258.7389,-14.9325,6.9827,88.0492,
3.9910,-0.0121,0.0918,1.1234,-0.1320,0.8037,0.2938,258.7389,-14.9325,6.9827,88.0492,
4.0040,-0.0121,0.0918,1.1234,-0.1320,0.8037,0.2938,258.7389,-14.9325,6.9827,88.0492,
4.0080,-0.0121,0.0918,1.1234,-0.1320,0.8037,0.2938,258.7671,-14.7889,6.4854,88.0492,
4.0090,-1.1516,-0.0297,1.0817,-0.1320,0.8037,0.2938,258.7671,-14.7889,6.4854,88.0492,
4.0100,-1.1516,-0.0297,1.0817,-0.1320,0.8037,0.2938,258.7671,-14.7889,6.4854,88.0492,
4.0330,-1.1516,-0.0297,1.0817,-0.1320,0.8037,0.2938,258.7671,-14.7889,6.4854,88.0492,
4.0570,-1.1516,-0.0297,1.0817,-0.1320,0.8037,0.2938,258.7671,-14.7889,6.4854,88.0492,
4.0580,-1.1516,-0.0297,1.0817,0.4886,0.6923,0.3687,258.7671,-14.7889,6.4854,88.0492,
4.0710,-1.1516,-0.0297,1.0817,0.4886,0.6923,0.3687,258.7671,-14.7889,6.4854,88.0492,
4.0780,-1.1516,-0.0297,1.0817,0.4886,0.6923,0.3687,258.0305,-14.9256,2.9163,88.0492,
4.0790,0.1771,-3.3558,3.4232,0.4886,0.6923,0.3687,258.0305,-14.9256,2.9163,88.0492,
4.1240,0.1771,-3.3558,3.4232,0.4886,0.6923,0.3687,258.0305,-14.9256,2.9163,88.0492,
4.1250,0.1771,-3.3558,3.4232,-0.2685,0.5748,1.0127,258.0305,-14.9256,2.9163,88.0492,
4.1260,0.1771,-3.3558,3.4232,-0.2685,0.5748,1.0127,258.0305,-14.9256,2.9163,88.0492,
4.1370,0.1771,-3.3558,3.4232,-0.2685,0.5748,1.0127,258.0305,-14.9256,2.9163,88.0492,
4.1440,0.1771,-3.3558,3.4232,-0.2685,0.5748,1.0127,255.3170,-15.9043,1.3738,88.0492,
4.1450,-1.6875,-1.0966,-2.3590,-0.2685,0.5748,1.0127,255.3170,-15.9043,1.3738,88.0492,
4.1470,-1.6875,-1.0966,-2.3590,-0.2685,0.5748,1.0127,255.3170,-15.9043,1.3738,88.0492,
4.1940,-1.6875,-1.0966,-2.3590,-0.2685,0.5748,1.0127,255.3170,-15.9043,1.3738,89.7137,
4.1960,-1.6875,-1.0966,-2.3590,-0.2685,0.5748,1.0127,255.3170,-15.9043,1.3738,89.7137,
4.1970,-1.6875,-1.0966,-2.3590,-0.1896,0.7634,1.0430,255.3170,-15.9043,1.3738,89.7137,
4.2030,-1.6875,-1.0966,-2.3590,-0.1896,0.7634,1.0430,255.3170,-15.9043,1.3738,89.7137,
4.2110,-1.6875,-1.0966,-2.3590,-0.1896,0.7634,1.0430,250.8283,-14.2414,-0.1743,89.7137,
4.2120,0.2570,-1.0965,-0.1343,-0.1896,0.7634,1.0430,250.8283,-14.2414,-0.1743,89.7137,
4.2590,0.2570,-1.0965,-0.1343,-0.1896,0.7634,1.0430,250.8283,-14.2414,-0.1743,89.7137,
4.2610,0.2570,-1.0965,-0.1343,-0.1896,0.7634,1.0430,250.8283,-14.2414,-0.1743,89.7137,
4.2620,0.2570,-1.0965,-0.1343,0.3924,0.9815,0.7976,250.8283,-14.2414,-0.1743,89.7137,
4.2690,0.2570,-1.0965,-0.1343,0.3924,0.9815,0.7976,250.8283,-14.2414,-0.1743,89.7137,
4.2790,0.2570,-1.0965,-0.1343,0.3924,0.9815,0.7976,246.6496,-14.1442,-2.3647,89.7137,
4.2820,1.6831,-1.0898,-0.1565,0.3924,0.9815,0.7976,246.6496,-14.1442,-2.3647,89.7137,
4.2830,1.6831,-1.0898,-0.1565,0.3924,0.9815,0.7976,246.6496,-14.1442,-2.3647,89.7137,
4.3290,1.6831,-1.0898,-0.1565,0.3924,0.9815,0.7976,246.6496,-14.1442,-2.3647,89.7137,
4.3300,1.6831,-1.0898,-0.1565,0.3924,0.9815,0.7976,246.6496,-14.1442,-2.3647,89.7137,
4.3300,1.6831,-1.0898,-0.1565,0.6158,1.0978,0.5653,246.6496,-14.1442,-2.3647,89.7137,
4.3380,1.6831,-1.0898,-0.1565,0.6158,1.0978,0.5653,246.6496,-14.1442,-2.3647,89.7137,
4.3470,1.6831,-1.0898,-0.1565,0.6158,1.0978,0.5653,243.4720,-16.1767,-5.4221,89.7137,
4.3490,1.8016,-0.1123,-0.3469,0.6158,1.0978,0.5653,243.4720,-16.1767,-5.4221,89.7137,
4.3970,1.8016,-0.1123,-0.3469,0.6158,1.0978,0.5653,243.4720,-16.1767,-5.4221,89.7137,
4.3980,1.8016,-0.1123,-0.3469,0.6158,1.0978,0.5653,243.4720,-16.1767,-5.4221,89.7137,
4.3980,1.8016,-0.1123,-0.3469,0.8321,1.1047,0.1954,243.4720,-16.1767,-5.4221,89.7137,
4.4030,1.8016,-0.1123,-0.3469,0.8321,1.1047,0.1954,243.4720,-16.1767,-5.4221,89.7137,
4.4170,1.8016,-0.1123,-0.3469,0.8321,1.1047,0.1954,243.4720,-16.1767,-5.4221,89.7137,
4.4180,1.8016,-0.1123,-0.3469,0.8321,1.1047,0.1954,241.2326,-18.9581,-9.2687,89.7137,
4.4180,2.0517,0.4885,0.2396,0.8321,1.1047,0.1954,241.2326,-18.9581,-9.2687,89.7137,
4.4640,2.0517,0.4885,0.2396,0.8321,1.1047,0.1954,241.2326,-18.9581,-9.2687,95.0547,
4.4650,2.0517,0.4885,0.2396,0.8321,1.1047,0.1954,241.2326,-18.9581,-9.2687,95.0547,
4.4660,2.0517,0.4885,0.2396,0.7809,0.8108,-0.3142,241.2326,-18.9581,-9.2687,95.0547,
4.4850,1.8023,1.0868,1.0632,0.7809,0.8108,-0.3142,241.2326,-18.9581,-9.2687,95.0547,
4.4860,1.8023,1.0868,1.0632,0.7809,0.8108,-0.3142,241.2326,-18.9581,-9.2687,95.0547,
4.4870,1.8023,1.0868,1.0632,0.7809,0.8108,-0.3142,241.2062,-22.5056,-13.3119,95.0547,
4.5310,1.8023,1.0868,1.0632,0.7809,0.8108,-0.3142,241.2062,-22.5056,-13.3119,95.0547,
4.5320,1.8023,1.0868,1.0632,0.7809,0.8108,-0.3142,241.2062,-22.5056,-13.3119,95.0547,
4.5320,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,95.0547,
367.3700,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1003.2597,
367.3710,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1003.2597,
367.3720,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1003.2597,
367.3730,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1003.2597,
367.3830,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1003.2597,
367.4020,1.8023,1.0868,1.0632,0.3824,0.5324,-0.7864,241.2062,-22.5056,-13.3119,-1011.2185,
367.4040,1.8023,1.0868,1.0632,0.2080,-0.1904,-0.1422,241.2062,-22.5056,-13.3119,-1011.2185,
367.4670,1.8023,1.0868,1.0632,0.2080,-0.1904,-0.1422,241.2062,-22.5056,-13.3119,-1011.2185,
367.4680,1.8023,1.0868,1.0632,0.2080,-0.1904,-0.1422,241.2062,-22.5056,-13.3119,-1011.2185,
367.4680,1.8023,1.0868,1.0632,0.2080,-0.1904,-0.1422,241.2062,-22.5056,-13.3119,-1011.2185,
367.4690,1.8023,1.0868,1.0632,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.4690,1.8023,1.0868,1.0632,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.4690,0.0000,0.0000,0.0000,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.5350,0.0000,0.0000,0.0000,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.5360,0.0000,0.0000,0.0000,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.5360,0.0000,0.0000,0.0000,0.0770,-0.1468,-0.1072,241.2062,-22.5056,-13.3119,-1011.2185,
367.5370,0.0000,0.0000,0.0000,-0.0729,-0.0176,-0.0788,241.2062,-22.5056,-13.3119,-1011.2185,
367.5370,0.1269,0.0033,0.0241,-0.0729,-0.0176,-0.0788,241.2062,-22.5056,-13.3119,-1011.2185,
367.6000,0.1269,0.0033,0.0241,-0.0729,-0.0176,-0.0788,241.2062,-22.5056,-13.3119,-1019.1773,
367.6000,0.1269,0.0033,0.0241,-0.0729,-0.0176,-0.0788,241.2062,-22.5056,-13.3119,-1019.1773,
367.6010,0.1269,0.0033,0.0241,-0.0729,-0.0176,-0.0788,241.2062,-22.5056,-13.3119,-1019.1773,
367.6030,0.1269,0.0033,0.0241,-0.0729,-0.0176,-0.0788,200.2809,-24.3170,-2.5928,-1019.1773,
367.6040,0.1323,0.0746,0.2064,-0.0729,-0.0176,-0.0788,200.2809,-24.3170,-2.5928,-1019.1773,
367.6040,0.1323,0.0746,0.2064,-0.0150,-0.0430,-0.0768,200.2809,-24.3170,-2.5928,-1019.1773,
367.6040,0.1323,0.0746,0.2064,-0.0150,-0.0430,-0.0768,200.2809,-24.3170,-2.5928,-1019.1773,
367.6660,0.1323,0.0746,0.2064,-0.0150,-0.0430,-0.0768,200.2809,-24.3170,-2.5928,-1019.1773,
367.6670,0.1323,0.0746,0.2064,-0.0150,-0.0430,-0.0768,200.2809,-24.3170,-2.5928,-1019.1773,
367.6670,0.1323,0.0746,0.2064,-0.0150,-0.0430,-0.0768,200.2809,-24.3170,-2.5928,-1019.1773,
367.6700,0.1323,0.0746,0.2064,0.1061,0.1412,-0.1103,200.2809,-24.3170,-2.5928,-1019.1773,
367.6710,-0.0247,0.0993,0.1629,0.1061,0.1412,-0.1103,200.2809,-24.3170,-2.5928,-1019.1773,
