time,gFx,gFy,gFz,TgF
2.790000,0.0195,0.3821,0.9508,1.025
2.795000,0.0215,0.3818,0.9484,1.023
2.800000,0.0222,0.3813,0.9447,1.019
2.805000,0.0235,0.3821,0.9425,1.017
2.818000,0.0249,0.3838,0.9403,1.016
2.819000,0.0261,0.3855,0.9388,1.015
2.820000,0.0269,0.3855,0.9386,1.015
2.824000,0.0266,0.3870,0.9374,1.014
2.846000,0.0259,0.3894,0.9361,1.014
2.847000,0.0274,0.3904,0.9349,1.014
2.847000,0.0281,0.3899,0.9342,1.013
2.847000,0.0293,0.3909,0.9352,1.014
2.848000,0.0322,0.3921,0.9371,1.016
2.852000,0.0347,0.3923,0.9386,1.018
2.856000,0.0359,0.3928,0.9393,1.019
2.861000,0.0386,0.3923,0.9388,1.018
2.866000,0.0410,0.3931,0.9376,1.017
2.871000,0.0423,0.3940,0.9364,1.017
2.876000,0.0452,0.3953,0.9352,1.016
2.881000,0.0467,0.3975,0.9361,1.018
2.886000,0.0462,0.3980,0.9393,1.021
2.891000,0.0457,0.3994,0.9410,1.023
2.905000,0.0450,0.4021,0.9401,1.023
2.906000,0.0440,0.4021,0.9359,1.020
2.906000,0.0435,0.4031,0.9327,1.017
2.913000,0.0428,0.4060,0.9310,1.017
2.918000,0.0413,0.4075,0.9278,1.014
2.921000,0.0386,0.4082,0.9229,1.010
2.928000,0.0364,0.4090,0.9208,1.008
2.931000,0.0342,0.4097,0.9208,1.008
2.935000,0.0322,0.4107,0.9195,1.008
2.940000,0.0335,0.4107,0.9193,1.007
2.944000,0.0386,0.4111,0.9178,1.006
2.950000,0.0437,0.4121,0.9146,1.004
2.954000,0.0454,0.4136,0.9129,1.003
2.959000,0.0474,0.4143,0.9146,1.005
2.964000,0.0518,0.4151,0.9183,1.009
2.968000,0.0569,0.4173,0.9212,1.013
2.974000,0.0589,0.4180,0.9234,1.015
2.979000,0.0579,0.4175,0.9247,1.016
2.983000,0.0564,0.4170,0.9247,1.016
2.989000,0.0557,0.4155,0.9254,1.016
2.994000,0.0545,0.4143,0.9269,1.017
3.002000,0.0520,0.4136,0.9291,1.018
3.004000,0.0501,0.4133,0.9315,1.020
3.008000,0.0486,0.4133,0.9335,1.022
3.013000,0.0481,0.4141,0.9337,1.023
3.017000,0.0481,0.4148,0.9330,1.022
3.022000,0.0476,0.4148,0.9327,1.022
3.026000,0.0479,0.4155,0.9332,1.023
3.032000,0.0484,0.4177,0.9335,1.024
3.036000,0.0481,0.4185,0.9359,1.026
3.040000,0.0462,0.4175,0.9376,1.027
3.046000,0.0454,0.4173,0.9352,1.025
3.050000,0.0452,0.4180,0.9332,1.024
3.056000,0.0437,0.4182,0.9335,1.024
3.061000,0.0432,0.4185,0.9335,1.024
3.065000,0.0425,0.4192,0.9330,1.024
3.070000,0.0408,0.4197,0.9335,1.024
3.076000,0.0393,0.4212,0.9335,1.025
3.080000,0.0388,0.4229,0.9310,1.023
3.085000,0.0381,0.4243,0.9288,1.022
3.090000,0.0364,0.4258,0.9281,1.022
3.095000,0.0347,0.4270,0.9264,1.021
3.100000,0.0327,0.4268,0.9259,1.020
3.104000,0.0318,0.4268,0.9276,1.022
3.119000,0.0310,0.4265,0.9293,1.023
3.120000,0.0298,0.4258,0.9300,1.023
3.121000,0.0281,0.4268,0.9286,1.022
3.124000,0.0278,0.4275,0.9264,1.021
3.150000,0.0291,0.4275,0.9256,1.020
3.152000,0.0293,0.4273,0.9256,1.020
3.152000,0.0300,0.4280,0.9254,1.020
3.152000,0.0313,0.4285,0.9254,1.020
3.153000,0.0305,0.4295,0.9261,1.021
3.153000,0.0310,0.4314,0.9259,1.022
3.157000,0.0320,0.4326,0.9242,1.021
3.163000,0.0293,0.4344,0.9227,1.020
3.167000,0.0261,0.4368,0.9227,1.021
3.172000,0.0235,0.4380,0.9229,1.022
3.176000,0.0193,0.4402,0.9239,1.024
3.181000,0.0151,0.4439,0.9247,1.026
3.186000,0.0105,0.4468,0.9239,1.026
3.191000,0.0061,0.4512,0.9232,1.028
3.199000,0.0017,0.4578,0.9239,1.031
3.201000,-0.0042,0.4634,0.9259,1.035
3.207000,-0.0110,0.4695,0.9271,1.039
3.228000,-0.0200,0.4752,0.9254,1.040
3.229000,-0.0310,0.4805,0.9222,1.040
3.229000,-0.0445,0.4857,0.9188,1.040
3.230000,-0.0611,0.4908,0.9166,1.042
3.231000,-0.0767,0.4974,0.9144,1.044
3.236000,-0.0928,0.5037,0.9110,1.045
3.240000,-0.1102,0.5096,0.9083,1.047
3.244000,-0.1270,0.5179,0.9063,1.052
3.250000,-0.1436,0.5277,0.9044,1.057
3.255000,-0.1598,0.5377,0.9032,1.063
3.260000,-0.1742,0.5477,0.9058,1.073
3.264000,-0.1866,0.5587,0.9124,1.086
3.269000,-0.1967,0.5692,0.9200,1.100
3.274000,-0.2047,0.5787,0.9283,1.113
3.281000,-0.2128,0.5885,0.9388,1.128
3.284000,-0.2243,0.5971,0.9513,1.145
3.289000,-0.2379,0.6054,0.9677,1.166
3.296000,-0.2506,0.6144,0.9867,1.189
3.306000,-0.2641,0.6239,1.0082,1.215
3.307000,-0.2756,0.6330,1.0304,1.240
3.310000,-0.2900,0.6410,1.0500,1.264
3.314000,-0.3088,0.6484,1.0668,1.286
3.319000,-0.3276,0.6554,1.0815,1.306
3.323000,-0.3471,0.6611,1.0952,1.325
3.328000,-0.3667,0.6650,1.1091,1.344
3.333000,-0.3850,0.6694,1.1228,1.363
3.337000,-0.4046,0.6735,1.1308,1.377
3.341000,-0.4275,0.6765,1.1291,1.384
3.346000,-0.4502,0.6794,1.1206,1.386
3.352000,-0.4725,0.6787,1.1071,1.382
3.356000,-0.4967,0.6740,1.0883,1.373
3.361000,-0.5238,0.6681,1.0700,1.366
3.367000,-0.5462,0.6608,1.0522,1.357
3.371000,-0.5624,0.6562,1.0334,1.347
3.376000,-0.5741,0.6545,1.0146,1.337
3.383000,-0.5778,0.6535,0.9967,1.325
3.386000,-0.5734,0.6545,0.9811,1.311
3.391000,-0.5621,0.6576,0.9672,1.298
3.397000,-0.5477,0.6633,0.9547,1.285
3.400000,-0.5311,0.6691,0.9444,1.273
3.405000,-0.5138,0.6760,0.9374,1.265
3.413000,-0.4998,0.6843,0.9361,1.263
3.414000,-0.4927,0.6899,0.9454,1.270
3.420000,-0.4949,0.6909,0.9633,1.285
3.424000,-0.5054,0.6840,0.9870,1.303
3.430000,-0.5225,0.6689,1.0107,1.320
3.434000,-0.5421,0.6474,1.0339,1.335
3.439000,-0.5616,0.6232,1.0600,1.352
3.443000,-0.5831,0.6002,1.0883,1.373
3.448000,-0.6054,0.5765,1.1145,1.393
3.453000,-0.6274,0.5484,1.1340,1.407
3.458000,-0.6488,0.5155,1.1484,1.416
3.463000,-0.6664,0.4810,1.1567,1.419
3.468000,-0.6760,0.4466,1.1577,1.413
3.473000,-0.6750,0.4148,1.1497,1.396
3.477000,-0.6662,0.3923,1.1362,1.374
3.483000,-0.6518,0.3777,1.1257,1.355
3.487000,-0.6308,0.3674,1.1167,1.334
3.491000,-0.6063,0.3581,1.1093,1.314
3.497000,-0.5817,0.3496,1.1067,1.298
3.503000,-0.5570,0.3405,1.1074,1.286
3.507000,-0.5353,0.3283,1.1120,1.277
3.516000,-0.5167,0.3144,1.1206,1.273
3.518000,-0.5020,0.2968,1.1296,1.271
3.521000,-0.4905,0.2763,1.1343,1.266
3.551000,-0.4803,0.2550,1.1328,1.257
3.552000,-0.4673,0.2350,1.1255,1.241
3.553000,-0.4488,0.2182,1.1142,1.221
3.553000,-0.4290,0.2030,1.1020,1.200
3.554000,-0.4121,0.1871,1.0844,1.175
3.554000,-0.3965,0.1710,1.0598,1.144
3.554000,-0.3813,0.1532,1.0314,1.110
3.562000,-0.3660,0.1319,1.0021,1.075
3.564000,-0.3464,0.1080,0.9765,1.042
3.569000,-0.3217,0.0831,0.9579,1.014
3.574000,-0.2907,0.0616,0.9486,0.994
3.578000,-0.2546,0.0403,0.9410,0.976
3.584000,-0.2135,0.0181,0.9278,0.952
3.588000,-0.1737,-0.0020,0.9102,0.927
3.601000,-0.1349,-0.0210,0.8870,0.897
3.602000,-0.0958,-0.0379,0.8626,0.869
3.602000,-0.0599,-0.0545,0.8428,0.847
3.608000,-0.0264,-0.0718,0.8257,0.829
3.630000,0.0022,-0.0887,0.8130,0.818
3.631000,0.0288,-0.1036,0.8032,0.810
3.632000,0.0550,-0.1158,0.7957,0.806
3.632000,0.0799,-0.1268,0.7937,0.808
3.632000,0.1046,-0.1361,0.7993,0.818
3.637000,0.1278,-0.1419,0.8106,0.833
3.641000,0.1520,-0.1439,0.8269,0.853
3.647000,0.1788,-0.1422,0.8511,0.881
3.651000,0.2057,-0.1368,0.8802,0.914
3.656000,0.2318,-0.1300,0.9088,0.947
3.663000,0.2563,-0.1248,0.9369,0.979
3.665000,0.2797,-0.1214,0.9640,1.011
3.671000,0.3059,-0.1182,0.9894,1.042
3.678000,0.3291,-0.1195,1.0089,1.068
3.681000,0.3489,-0.1268,1.0187,1.084
3.685000,0.3733,-0.1349,1.0182,1.093
3.691000,0.4036,-0.1395,1.0092,1.096
3.697000,0.4405,-0.1402,0.9953,1.097
3.701000,0.4857,-0.1388,0.9808,1.103
3.705000,0.5372,-0.1329,0.9691,1.116
3.720000,0.5951,-0.1231,0.9603,1.136
3.722000,0.6564,-0.1126,0.9508,1.161
3.723000,0.7168,-0.1004,0.9391,1.186
3.725000,0.7737,-0.0853,0.9310,1.214
3.749000,0.8274,-0.0679,0.9273,1.245
3.750000,0.8768,-0.0520,0.9266,1.277
3.751000,0.9227,-0.0366,0.9315,1.312
3.751000,0.9647,-0.0215,0.9418,1.348
3.752000,0.9972,-0.0103,0.9569,1.382
3.753000,1.0192,-0.0010,0.9779,1.412
3.758000,1.0343,0.0083,1.0036,1.441
3.763000,1.0456,0.0183,1.0324,1.469
3.768000,1.0578,0.0320,1.0651,1.501
3.772000,1.0705,0.0498,1.1037,1.538
3.777000,1.0788,0.0711,1.1499,1.578
3.782000,1.0822,0.0953,1.2007,1.619
3.787000,1.0815,0.1185,1.2513,1.658
3.792000,1.0805,0.1390,1.2987,1.695
3.800000,1.0769,0.1559,1.3405,1.726
3.801000,1.0668,0.1656,1.3739,1.747
3.807000,1.0534,0.1708,1.3988,1.759
3.829000,1.0383,0.1725,1.4135,1.762
3.830000,1.0253,0.1720,1.4194,1.759
3.831000,1.0131,0.1717,1.4198,1.753
3.831000,0.9970,0.1681,1.4128,1.737
3.832000,0.9523,0.1466,1.3905,1.692
3.836000,0.9537,0.1598,1.3673,1.675
3.840000,1.0124,0.2072,1.3532,1.703
3.847000,1.0365,0.2423,1.3307,1.704
3.854000,1.0380,0.2787,1.3045,1.690
3.855000,1.0282,0.3022,1.2850,1.673
3.860000,1.0009,0.3066,1.2598,1.638
3.865000,0.9601,0.2983,1.2256,1.585
3.869000,0.9129,0.2858,1.1949,1.531
3.874000,0.8631,0.2751,1.1692,1.479
3.879000,0.8208,0.2719,1.1426,1.433
3.883000,0.7896,0.2763,1.1211,1.399
3.888000,0.7642,0.2851,1.1086,1.376
3.901000,0.7412,0.2978,1.0993,1.359
3.902000,0.7168,0.3115,1.0922,1.343
3.903000,0.6889,0.3256,1.0903,1.330
3.908000,0.6598,0.3396,1.0964,1.324
3.932000,0.6269,0.3535,1.1081,1.321
3.933000,0.5841,0.3660,1.1230,1.318
3.933000,0.5299,0.3767,1.1367,1.309
3.933000,0.4673,0.3848,1.1448,1.295
3.934000,0.4019,0.3899,1.1489,1.278
3.937000,0.3369,0.3948,1.1519,1.263
3.941000,0.2756,0.3992,1.1533,1.251
3.946000,0.2182,0.4024,1.1567,1.244
3.952000,0.1644,0.4060,1.1602,1.240
3.956000,0.1173,0.4129,1.1582,1.235
3.962000,0.0794,0.4229,1.1555,1.233
3.966000,0.0481,0.4346,1.1543,1.234
3.971000,0.0205,0.4461,1.1477,1.232
3.976000,-0.0073,0.4561,1.1382,1.226
3.982000,-0.0362,0.4651,1.1311,1.224
3.986000,-0.0630,0.4749,1.1272,1.225
3.991000,-0.0879,0.4864,1.1252,1.229
4.003000,-0.1102,0.4984,1.1238,1.234
4.004000,-0.1307,0.5111,1.1255,1.243
4.006000,-0.1556,0.5240,1.1316,1.257
4.027000,-0.1864,0.5357,1.1396,1.273
4.029000,-0.2218,0.5480,1.1497,1.293
4.030000,-0.2594,0.5585,1.1621,1.315
4.030000,-0.3000,0.5673,1.1787,1.342
4.031000,-0.3401,0.5760,1.2022,1.376
4.034000,-0.3747,0.5861,1.2269,1.410
4.039000,-0.4060,0.6012,1.2506,1.446
4.044000,-0.4351,0.6205,1.2791,1.487
4.049000,-0.4610,0.6430,1.3124,1.532
4.052000,-0.4822,0.6684,1.3466,1.579
4.058000,-0.4981,0.6936,1.3837,1.626
4.063000,-0.5118,0.7192,1.4240,1.675
4.068000,-0.5277,0.7436,1.4577,1.719
4.073000,-0.5497,0.7649,1.4814,1.755
4.078000,-0.5768,0.7815,1.5010,1.788
4.083000,-0.6076,0.7903,1.5195,1.817
4.087000,-0.6408,0.7918,1.5342,1.842
4.097000,-0.6735,0.7891,1.5391,1.856
4.097000,-0.7041,0.7852,1.5356,1.863
4.102000,-0.7292,0.7791,1.5237,1.860
4.106000,-0.7510,0.7725,1.5049,1.851
4.116000,-0.7695,0.7695,1.4853,1.841
4.116000,-0.7830,0.7683,1.4621,1.828
4.121000,-0.7905,0.7693,1.4355,1.810
4.126000,-0.7923,0.7734,1.4081,1.791
4.131000,-0.7915,0.7776,1.3815,1.772
4.135000,-0.7866,0.7800,1.3512,1.747
4.141000,-0.7813,0.7817,1.3165,1.719
4.146000,-0.7795,0.7844,1.2801,1.692
4.150000,-0.7793,0.7861,1.2422,1.664
4.156000,-0.7795,0.7871,1.2054,1.637
4.160000,-0.7813,0.7881,1.1702,1.613
4.165000,-0.7844,0.7883,1.1343,1.589
4.170000,-0.7876,0.7893,1.1015,1.567
4.175000,-0.7881,0.7913,1.0722,1.548
4.179000,-0.7837,0.7949,1.0441,1.528
4.184000,-0.7761,0.8003,1.0194,1.511
4.190000,-0.7649,0.8040,0.9979,1.492
4.196000,-0.7493,0.8050,0.9799,1.473
4.199000,-0.7290,0.8052,0.9650,1.453
4.205000,-0.7028,0.8045,0.9554,1.433
4.209000,-0.6721,0.8032,0.9518,1.415
4.214000,-0.6379,0.8020,0.9508,1.398
4.220000,-0.6010,0.8015,0.9491,1.380
4.226000,-0.5621,0.8030,0.9469,1.363
4.231000,-0.5240,0.8040,0.9413,1.344
4.233000,-0.4896,0.8032,0.9308,1.323
4.239000,-0.4571,0.8032,0.9225,1.306
4.242000,-0.4251,0.8054,0.9186,1.294
4.247000,-0.3940,0.8098,0.9188,1.287
4.252000,-0.3620,0.8184,0.9217,1.285
4.256000,-0.3310,0.8318,0.9234,1.286
4.261000,-0.3019,0.8475,0.9229,1.289
4.266000,-0.2729,0.8646,0.9205,1.292
4.271000,-0.2458,0.8795,0.9181,1.295
4.276000,-0.2230,0.8927,0.9193,1.301
4.282000,-0.2023,0.9054,0.9244,1.310
4.286000,-0.1818,0.9161,0.9281,1.317
4.291000,-0.1615,0.9271,0.9300,1.323
4.302000,-0.1412,0.9349,0.9325,1.328
4.304000,-0.1221,0.9401,0.9364,1.332
4.306000,-0.1068,0.9449,0.9422,1.339
4.345000,-0.0936,0.9498,0.9466,1.344
4.345000,-0.0806,0.9530,0.9459,1.345
4.346000,-0.0691,0.9542,0.9413,1.342
4.346000,-0.0581,0.9557,0.9342,1.338
4.346000,-0.0498,0.9567,0.9239,1.331
4.346000,-0.0445,0.9554,0.9100,1.320
4.347000,-0.0420,0.9496,0.8922,1.304
4.347000,-0.0450,0.9386,0.8726,1.282
4.349000,-0.0525,0.9227,0.8511,1.256
4.354000,-0.0630,0.9041,0.8279,1.228
4.358000,-0.0745,0.8841,0.8037,1.197
4.364000,-0.0818,0.8636,0.7756,1.164
4.369000,-0.0821,0.8455,0.7471,1.131
4.374000,-0.0770,0.8304,0.7187,1.101
4.379000,-0.0662,0.8179,0.6892,1.072
4.382000,-0.0493,0.8086,0.6620,1.046
4.387000,-0.0305,0.8006,0.6398,1.025
4.392000,-0.0093,0.7932,0.6220,1.008
4.399000,0.0161,0.7874,0.6103,0.996
4.402000,0.0445,0.7810,0.6027,0.988
4.408000,0.0752,0.7727,0.5985,0.980
4.424000,0.1058,0.7629,0.5956,0.974
4.425000,0.1346,0.7500,0.5924,0.965
4.425000,0.1625,0.7331,0.5907,0.955
4.435000,0.1906,0.7136,0.5890,0.945
4.436000,0.2167,0.6918,0.5858,0.932
4.436000,0.2370,0.6689,0.5797,0.916
4.441000,0.2502,0.6435,0.5685,0.894
4.447000,0.2543,0.6151,0.5499,0.863
4.451000,0.2497,0.5846,0.5243,0.824
4.456000,0.2382,0.5524,0.4937,0.778
4.462000,0.2206,0.5177,0.4600,0.727
4.465000,0.1981,0.4810,0.4239,0.671
4.470000,0.1778,0.4483,0.3860,0.618
4.475000,0.1647,0.4221,0.3464,0.570
4.480000,0.1571,0.4036,0.3085,0.532
4.485000,0.1527,0.3897,0.2765,0.502
4.489000,0.1507,0.3794,0.2504,0.479
4.497000,0.1493,0.3706,0.2323,0.462
4.506000,0.1490,0.3598,0.2238,0.449
4.507000,0.1515,0.3486,0.2196,0.439
4.509000,0.1583,0.3391,0.2191,0.434
4.513000,0.1683,0.3315,0.2248,0.434
4.519000,0.1791,0.3249,0.2326,0.438
4.523000,0.1925,0.3183,0.2389,0.442
4.528000,0.2067,0.3122,0.2467,0.448
4.539000,0.2230,0.3068,0.2555,0.457
4.539000,0.2397,0.3022,0.2594,0.465
4.544000,0.2536,0.2966,0.2590,0.468
4.547000,0.2651,0.2880,0.2550,0.467
4.552000,0.2724,0.2783,0.2480,0.462
4.557000,0.2783,0.2668,0.2379,0.453
4.561000,0.2822,0.2526,0.2233,0.440
4.566000,0.2819,0.2389,0.2050,0.423
4.572000,0.2795,0.2260,0.1876,0.405
4.577000,0.2734,0.2128,0.1695,0.386
4.582000,0.2641,0.2006,0.1515,0.365
4.586000,0.2558,0.1891,0.1336,0.345
4.591000,0.2489,0.1783,0.1143,0.327
4.596000,0.2433,0.1669,0.0943,0.310
4.600000,0.2401,0.1551,0.0730,0.295
4.605000,0.2389,0.1473,0.0530,0.286
4.618000,0.2379,0.1429,0.0327,0.279
4.620000,0.2360,0.1385,0.0122,0.274
4.621000,0.2340,0.1334,-0.0051,0.269
4.626000,0.2326,0.1300,-0.0205,0.267
4.643000,0.2306,0.1268,-0.0310,0.265
4.644000,0.2277,0.1229,-0.0396,0.262
4.645000,0.2211,0.1241,-0.0506,0.259
4.645000,0.2120,0.1246,-0.0603,0.253
4.649000,0.2077,0.1185,-0.0686,0.249
4.654000,0.2091,0.1121,-0.0755,0.249
4.659000,0.2133,0.1085,-0.0806,0.252
4.664000,0.2120,0.1026,-0.0857,0.251
4.669000,0.1593,0.0618,-0.0728,0.186
4.673000,0.1234,0.0342,-0.0606,0.142
4.678000,0.1563,0.0537,-0.0777,0.183
4.683000,0.1906,0.0755,-0.1019,0.229
4.687000,0.2033,0.0843,-0.1141,0.248
4.693000,0.2018,0.0872,-0.1170,0.249
4.706000,0.2140,0.0980,-0.1226,0.265
4.708000,0.2335,0.1099,-0.1300,0.289
4.709000,0.2465,0.1185,-0.1314,0.303
4.730000,0.2394,0.1129,-0.0928,0.280
4.731000,0.2252,0.1048,-0.0486,0.253
4.731000,0.2255,0.0933,-0.0462,0.248
4.731000,0.2235,0.0774,-0.0662,0.246
4.731000,0.2081,0.0711,-0.0879,0.237
4.738000,0.1879,0.0682,-0.1028,0.225
4.742000,0.1730,0.0677,-0.1199,0.221
4.746000,0.1617,0.0694,-0.1351,0.222
4.752000,0.1554,0.0735,-0.1476,0.227
4.757000,0.1551,0.0799,-0.1590,0.236
4.761000,0.1605,0.0884,-0.1695,0.250
4.767000,0.1705,0.0985,-0.1754,0.264
4.771000,0.1844,0.1090,-0.1754,0.277
4.776000,0.2055,0.1131,-0.1742,0.292
4.781000,0.2311,0.0994,-0.1796,0.309
4.785000,0.2602,0.0904,-0.1715,0.324
4.790000,0.2895,0.0967,-0.1407,0.336
4.794000,0.3127,0.1028,-0.1107,0.347
4.810000,0.3278,0.1107,-0.0804,0.355
4.810000,0.3379,0.1195,-0.0489,0.362
4.811000,0.3418,0.1287,-0.0298,0.366
4.814000,0.3437,0.1380,-0.0115,0.371
4.820000,0.3528,0.1432,0.0266,0.382
4.825000,0.3660,0.1478,0.0735,0.401
4.833000,0.3767,0.1554,0.1116,0.423
4.834000,0.3818,0.1644,0.1414,0.439
4.839000,0.3801,0.1747,0.1698,0.451
4.843000,0.3716,0.1854,0.1942,0.458
4.848000,0.3547,0.1962,0.2138,0.458
4.853000,0.3349,0.2079,0.2423,0.463
4.857000,0.3222,0.2174,0.2780,0.478
4.862000,0.3166,0.2304,0.3088,0.499
4.868000,0.3442,0.2438,0.3474,0.546
4.873000,0.3623,0.2550,0.4138,0.606
4.877000,0.3085,0.2660,0.4923,0.639
4.882000,0.2455,0.2743,0.5577,0.668
4.887000,0.2213,0.2704,0.6203,0.712
4.892000,0.2130,0.2509,0.7011,0.775
4.898000,0.1822,0.2199,0.8013,0.851
4.904000,0.1156,0.1725,0.9405,0.963
4.910000,0.0127,0.1104,1.0534,1.059
4.916000,-0.0963,0.0459,1.0971,1.102
4.916000,-0.1822,-0.0068,1.1817,1.196
4.921000,-0.2526,-0.0520,1.3199,1.345
4.926000,-0.3098,-0.0899,1.4418,1.477
4.931000,-0.3471,-0.1148,1.5371,1.580
4.935000,-0.3596,-0.1278,1.6280,1.672
4.941000,-0.3383,-0.1224,1.7045,1.742
4.945000,-0.2719,-0.0931,1.7562,1.780
4.950000,-0.1727,-0.0467,1.7900,1.799
4.955000,-0.0640,0.0132,1.8288,1.830
4.960000,0.0423,0.0826,1.8923,1.895
4.964000,0.1370,0.1532,1.9729,1.984
4.970000,0.2184,0.2226,2.0572,2.081
4.975000,0.2814,0.2858,2.1391,2.176
4.980000,0.3244,0.3413,2.2231,2.272
4.984000,0.3530,0.3894,2.3108,2.370
4.989000,0.3647,0.4314,2.4034,2.469
4.994000,0.3623,0.4712,2.5033,2.573
4.999000,0.3491,0.5086,2.6044,2.677
5.009000,0.3296,0.5431,2.7004,2.774
5.009000,0.3122,0.5768,2.7965,2.872
5.016000,0.3019,0.6132,2.8961,2.976
5.019000,0.2988,0.6523,2.9956,3.080
5.023000,0.2968,0.6958,3.0938,3.185
5.027000,0.2897,0.7446,3.1890,3.288
5.033000,0.2756,0.7920,3.2750,3.381
5.037000,0.2587,0.8348,3.3456,3.458
5.042000,0.2401,0.8716,3.4021,3.520
5.047000,0.2177,0.8993,3.4490,3.571
5.051000,0.1876,0.9166,3.4824,3.606
5.057000,0.1485,0.9259,3.4937,3.617
5.061000,0.1038,0.9266,3.4822,3.605
5.069000,0.0581,0.9205,3.4495,3.571
5.071000,0.0156,0.9112,3.3952,3.515
5.077000,-0.0198,0.9010,3.3192,3.439
5.084000,-0.0511,0.8875,3.2240,3.344
5.086000,-0.0814,0.8699,3.1187,3.239
5.092000,-0.1107,0.8526,3.0129,3.133
5.098000,-0.1424,0.8362,2.9140,3.035
5.102000,-0.1796,0.8159,2.8187,2.940
5.107000,-0.2235,0.7920,2.7210,2.843
5.111000,-0.2724,0.7639,2.6208,2.743
5.116000,-0.3244,0.7324,2.5226,2.647
5.121000,-0.3794,0.6989,2.4254,2.552
5.125000,-0.4344,0.6589,2.3237,2.454
5.130000,-0.4861,0.6134,2.2177,2.352
5.135000,-0.5355,0.5665,2.1132,2.252
5.140000,-0.5814,0.5186,2.0106,2.156
5.144000,-0.6161,0.4725,1.9050,2.057
5.151000,-0.6383,0.4317,1.8017,1.960
5.154000,-0.6584,0.3943,1.7184,1.882
5.159000,-0.6777,0.3572,1.6444,1.814
5.163000,-0.6892,0.3198,1.5642,1.739
5.168000,-0.6936,0.2846,1.4826,1.661
5.174000,-0.6904,0.2538,1.4025,1.584
5.178000,-0.6874,0.2233,1.3260,1.510
5.183000,-0.6887,0.1910,1.2515,1.441
5.188000,-0.6860,0.1605,1.1829,1.377
5.193000,-0.6826,0.1312,1.1299,1.327
5.202000,-0.6774,0.1028,1.0910,1.288
5.202000,-0.6696,0.0767,1.0554,1.252
5.208000,-0.6630,0.0520,1.0190,1.217
5.222000,-0.6545,0.0288,0.9845,1.183
5.223000,-0.6386,0.0105,0.9630,1.156
5.223000,-0.6193,-0.0032,0.9528,1.136
5.227000,-0.5997,-0.0149,0.9413,1.116
5.233000,-0.5778,-0.0249,0.9330,1.098
5.236000,-0.5555,-0.0330,0.9288,1.083
5.241000,-0.5348,-0.0401,0.9264,1.070
5.246000,-0.5135,-0.0476,0.9251,1.059
5.250000,-0.4925,-0.0547,0.9232,1.048
5.255000,-0.4737,-0.0621,0.9193,1.036
5.260000,-0.4568,-0.0706,0.9159,1.026
5.266000,-0.4432,-0.0809,0.9156,1.020
5.271000,-0.4324,-0.0906,0.9159,1.017
5.275000,-0.4212,-0.1002,0.9144,1.012
5.280000,-0.4119,-0.1114,0.9093,1.004
5.285000,-0.4119,-0.1265,0.8934,0.992
5.290000,-0.4168,-0.1380,0.8765,0.980
5.294000,-0.4102,-0.1366,0.8633,0.966
5.300000,-0.4021,-0.1373,0.8462,0.947
5.305000,-0.4031,-0.1510,0.8228,0.929
5.309000,-0.4046,-0.1715,0.7864,0.901
5.315000,-0.4006,-0.1898,0.7539,0.875
5.319000,-0.3882,-0.1996,0.7385,0.858
5.323000,-0.3650,-0.2035,0.7319,0.843
5.333000,-0.3296,-0.2001,0.7285,0.824
5.334000,-0.2812,-0.1866,0.7224,0.797
5.339000,-0.2240,-0.1634,0.7158,0.768
5.342000,-0.1647,-0.1327,0.7158,0.746
5.347000,-0.1046,-0.0972,0.7268,0.741
5.352000,-0.0474,-0.0591,0.7475,0.751
5.357000,0.0017,-0.0230,0.7742,0.775
5.362000,0.0374,0.0051,0.7962,0.797
5.366000,0.0515,0.0222,0.8118,0.814
5.372000,0.0413,0.0264,0.8230,0.824
5.377000,0.0103,0.0166,0.8272,0.827
5.381000,-0.0340,-0.0017,0.8216,0.822
5.387000,-0.0835,-0.0232,0.8074,0.812
5.391000,-0.1314,-0.0435,0.7915,0.804
5.399000,-0.1759,-0.0586,0.7778,0.800
5.408000,-0.2113,-0.0652,0.7661,0.797
5.408000,-0.2335,-0.0616,0.7568,0.794
5.410000,-0.2397,-0.0486,0.7510,0.790
5.420000,-0.2257,-0.0257,0.7502,0.784
5.421000,-0.1984,0.0076,0.7593,0.785
5.425000,-0.1695,0.0476,0.7720,0.792
5.434000,-0.1410,0.0887,0.7808,0.798
5.434000,-0.1080,0.1256,0.7874,0.805
5.440000,-0.0745,0.1554,0.7952,0.814
5.444000,-0.0452,0.1781,0.8091,0.830
5.449000,-0.0205,0.1945,0.8306,0.853
5.454000,0.0007,0.2084,0.8587,0.884
5.459000,0.0173,0.2218,0.8892,0.917
5.464000,0.0278,0.2345,0.9112,0.941
5.469000,0.0335,0.2475,0.9239,0.957
5.474000,0.0354,0.2607,0.9359,0.972
5.478000,0.0325,0.2746,0.9466,0.986
5.484000,0.0274,0.2885,0.9567,1.000
5.488000,0.0249,0.3007,0.9674,1.013
5.493000,0.0293,0.3151,0.9777,1.028
5.501000,0.0452,0.3371,0.9943,1.051
5.502000,0.0699,0.3625,1.0219,1.087
5.507000,0.0992,0.3879,1.0556,1.129
5.520000,0.1449,0.4148,1.0959,1.181
5.521000,0.1976,0.4414,1.1367,1.235
5.521000,0.2433,0.4632,1.1721,1.284
5.527000,0.2951,0.4820,1.2068,1.333
